标题,作者,点赞,点击,评论,收藏,url,date
恋与深空 夏以昼 《私心》,Lvdoudou,58,"1,878",4,2,https://archiveofourown.org/works/53784589,14 Feb 2024
【夏以昼】那就给你做一碗牛肉面吧[夏以昼X你],waapalaa,4,482,0,0,https://archiveofourown.org/works/53493973,03 Feb 2024
【夏以昼】你不知道的事,As_partame,27,872,2,2,https://archiveofourown.org/works/55005715,06 Apr 2024
【恋与深空 夏以昼】禁果,sweetiekittylol,68,"2,897",4,3,https://archiveofourown.org/works/53840701,10 Apr 2024
【夏以昼X你】First Kiss，Last Kiss,nanami012,2,160,0,0,https://archiveofourown.org/works/55752739,07 May 2024
【夏以昼/你】漫长的告白,timefragment,15,285,0,2,https://archiveofourown.org/works/54795454,29 Mar 2024
夏以昼✖️你 偷尝禁果,ywithevan,6,733,0,0,https://archiveofourown.org/works/54423865,12 Mar 2024
【夏以昼x你】分享喜悦,duoleeee,10,"1,299",0,0,https://archiveofourown.org/works/56137732,24 May 2024
【恋与深空夏以昼】哑巴,Ofrian,36,"1,402",2,2,https://archiveofourown.org/works/56035759,20 May 2024
【夏以昼x你】无人之岛,Muffinroro,7,183,0,0,https://archiveofourown.org/works/55417084,23 Apr 2024
烟霞 （黎深&夏以昼/你）,未找到作者,12,893,0,1,https://archiveofourown.org/works/56567200,11 Jun 2024
【恋与深空夏以昼】亵渎,dianzi123,113,"7,115",10,3,https://archiveofourown.org/works/53422339,31 Jan 2024
【夏以昼X你】失而复得,sisuuuu,2,182,0,0,https://archiveofourown.org/works/54957001,04 Apr 2024
【恋与深空/夏以昼】红线,reeeeedmoon,37,600,0,3,https://archiveofourown.org/works/54217963,03 Mar 2024
【夏以昼X你】寸止挑战,UltraV,44,"2,619",4,4,https://archiveofourown.org/works/56162542,25 May 2024
［夏以昼X你］爱意疯长,Chiyuxi,6,360,0,0,https://archiveofourown.org/works/54059644,25 Feb 2024
【恋与深空 夏以昼】禁果,sweetiekittylol,68,"2,897",4,3,https://archiveofourown.org/works/53840701,10 Apr 2024
【恋与深空夏以昼】《共犯》,Ronannn,7,379,1,2,https://archiveofourown.org/works/54211684,05 Mar 2024
【夏以昼VS你】春梦无痕,shenkongnvren,10,904,1,1,https://archiveofourown.org/works/53995312,22 Feb 2024
当你穿夏以昼的衬衣,Fanttress,8,551,0,0,https://archiveofourown.org/works/54080980,26 Feb 2024
【恋与深空夏以昼】《私心》,Ronannn,18,403,0,1,https://archiveofourown.org/works/54077311,26 Feb 2024
【夏以昼】abo短打《逆反》夏a你b,Gululu1102,4,286,0,1,https://archiveofourown.org/works/57630103,24 Jul 2024
【夏以昼×你×黎深】欲壑难填,ovosleep,41,"3,062",2,3,https://archiveofourown.org/works/57117967,04 Jul 2024
【夏以昼】西行记 Journey to the West,jokulmorri,15,191,7,1,https://archiveofourown.org/works/56593741,20 Jun 2024
与夏以昼的时光漫游季,YouCheng,3,67,0,1,https://archiveofourown.org/works/54525733,17 Mar 2024
【黎深X你X夏以昼】替身,LanYeXue,32,"1,588",2,4,https://archiveofourown.org/works/55075567,24 Apr 2024
【夏以昼×你×黎深】私人技师,Putaonut,26,"1,742",0,2,https://archiveofourown.org/works/54954556,04 Apr 2024
【夏以昼✖️你】The First Monday In May,kittyfunny,2,809,1,0,https://archiveofourown.org/works/54832498,30 Mar 2024
【夏以昼】我将在何处游荡,yikuaiwuhuarou,4,205,2,0,https://archiveofourown.org/works/54400663,11 Mar 2024
【夏以昼】西行记 Journey to the West,jokulmorri,5,147,2,0,https://archiveofourown.org/works/56788204,20 Jun 2024
夏以昼的厨艺融贯南北,xyz_Asher,2,252,1,0,https://archiveofourown.org/works/55628005,20 Jun 2024
【恋与深空｜夏以昼】胆小鬼,yayayayayay,175,"5,950",11,15,https://archiveofourown.org/works/53710066,12 Feb 2024
【夏以昼】爆炸后的日记本,Matriarchy11,18,591,4,0,https://archiveofourown.org/works/53993212,05 Mar 2024
[恋与深空]樱花抄（夏以昼）,Minami87,8,425,0,0,https://archiveofourown.org/works/53975221,21 Feb 2024
【夏以昼】未名的欢快葬礼,jokulmorri,10,"1,047",0,0,https://archiveofourown.org/works/56113231,23 May 2024
十三月一日【夏以昼✖️你】,zaizai_rosalind,4,132,0,0,https://archiveofourown.org/works/54980482,05 Apr 2024
智齿 现代au（夏以昼x你）,JingSui,16,447,0,0,https://archiveofourown.org/works/53964445,21 Feb 2024
第一百场暴雨（夏以昼h）,LizDrizzle,21,"1,678",5,2,https://archiveofourown.org/works/55335325,20 Apr 2024
【夏以昼x你x黎深】坏人,Muffinroro,83,"3,692",8,3,https://archiveofourown.org/works/53643202,08 Mar 2024
【夏以昼X意外变小的你】,蔚歌 (Vagueness07),8,310,0,1,https://archiveofourown.org/works/54266392,05 Mar 2024
【恋与深空夏以昼】I'm your flower,TiHuZhuCha,47,"1,529",0,4,https://archiveofourown.org/works/53517871,04 Feb 2024
夏以昼往事｜若你梦见她,Flyingtoisland,21,"1,112",0,1,https://archiveofourown.org/works/53290123,25 Jan 2024
爱人 哨向au（夏以昼x你）,JingSui,29,457,1,2,https://archiveofourown.org/works/53963917,21 Feb 2024
造谣夏以昼帮你洗内衣,LinneaYi,66,"2,417",6,1,https://archiveofourown.org/works/53567590,06 Feb 2024
【夏以昼x你x祁煜】失忆,fjckyy,33,915,2,4,https://archiveofourown.org/works/54471628,12 Jul 2024
【夏以昼】| 咖啡馆隐藏单品,Foch,6,"1,428",0,0,https://archiveofourown.org/works/55148314,12 Apr 2024
当夏以昼在爆炸中失明,windwhisperer,6,156,0,0,https://archiveofourown.org/works/55133806,12 Apr 2024
【夏以昼】请给我一颗苹果,Sooooooda,7,368,0,0,https://archiveofourown.org/works/57632005,24 Jul 2024
[恋与深空]青春期（夏以昼）,Minami87,45,"4,159",4,3,https://archiveofourown.org/works/54650041,15 May 2024
【夏以昼】床头吵架床尾和,lanangelica,264,"13,776",6,11,https://archiveofourown.org/works/53443687,01 Feb 2024
躯壳之争【夏以昼×你×秦彻】,Yunfeiyue,90,"6,695",9,12,https://archiveofourown.org/works/57368995,16 Aug 2024
【夏以昼×你×凌肖】矫枉过正,Hututu0621,42,"1,220",1,1,https://archiveofourown.org/works/56955058,24 Aug 2024
【恋与深空 | 夏以昼×你】禁果,kororobear,8,385,0,0,https://archiveofourown.org/works/57517804,20 Jul 2024
【夏以昼x你】看多长却迟,chenshu1633,1,56,0,0,https://archiveofourown.org/works/56036896,20 May 2024
【夏以昼x你】看多长却迟,chenshu1633,1,56,0,0,https://archiveofourown.org/works/56036896,20 May 2024
【沈星回&夏以昼×你】角斗,daddypink,553,"19,068",54,64,https://archiveofourown.org/works/53692711,25 Feb 2024
夏以昼｜妹宝共鸣哥梦境,Miaaaa2288,7,762,0,0,https://archiveofourown.org/works/54385561,10 Mar 2024
【夏以昼】细碎的时光碎片,bzqbzq,16,754,0,1,https://archiveofourown.org/works/54146968,22 Mar 2024
夏以昼×你 | 暗格里的秘密,tiggertusm,102,"3,052",6,5,https://archiveofourown.org/works/53351893,28 Jan 2024
被下药后找夏以昼帮忙,lalimina,8,951,0,0,https://archiveofourown.org/works/58159318,13 Aug 2024
【夏以昼】我的哥哥是脸盲,zmhy18,4,208,2,0,https://archiveofourown.org/works/55028542,09 May 2024
【夏以昼】雨中的许珀利翁,Zhang_nirvana,189,"4,338",26,24,https://archiveofourown.org/works/54055057,25 Feb 2024
【恋与深空｜夏以昼】朝思暮想,Charlotte_Taki,8,869,2,0,https://archiveofourown.org/works/53907040,19 Feb 2024
青苹果/亲苹果 夏以昼x你,LitandSandman,7,560,0,0,https://archiveofourown.org/works/53865409,17 Feb 2024
【恋与深空夏以昼】溺于氧气,Ofrian,5,107,1,0,https://archiveofourown.org/works/55923316,15 May 2024
夏以昼，你是一颗幼时的糖,PussKitten_mewn,12,470,0,1,https://archiveofourown.org/works/54121012,28 Feb 2024
【夏以昼】那就吻我到十八岁,jokulmorri,38,"1,307",3,0,https://archiveofourown.org/works/54260392,05 Mar 2024
[恋与深空]骤雨春雷（夏以昼）,Minami87,141,"6,688",10,3,https://archiveofourown.org/works/53425111,31 Jan 2024
【伪乱乐园】黎深/祁煜/夏以昼,Isotope12,697,"24,111",14,8,https://archiveofourown.org/works/53355157,28 Jan 2024
【夏以昼x你】哥哥能做的事,RYoyo,62,"2,077",7,12,https://archiveofourown.org/works/55742599,12 May 2024
【夏以昼】回到万物熄灭之前,lanangelica,20,653,4,1,https://archiveofourown.org/works/55455247,25 Apr 2024
【夏以昼】不如我们从头来过,zaizai_rosalind,5,111,1,1,https://archiveofourown.org/works/57729013,28 Jul 2024
【恋与深空】夏以昼去当兵了,aimu521,18,"1,797",0,0,https://archiveofourown.org/works/55220260,09 Jun 2024
【黎深×你×夏以昼】《双宠》1-4章,考拉不卖萌 (KoalaCute),43,"6,116",0,3,https://archiveofourown.org/works/54129955,28 Feb 2024
【恋与深空 夏以昼】安提戈涅,sweetiekittylol,23,797,3,0,https://archiveofourown.org/works/55281271,02 Aug 2024
【夏以昼✖️你】西雅图未眠夜,zaizai_rosalind,2,132,3,0,https://archiveofourown.org/works/57074032,02 Jul 2024
夏以昼×你 | 入淮清洛渐漫漫,301lychees,2,101,0,0,https://archiveofourown.org/works/55119523,11 Apr 2024
视界边缘 On the Horizon【你×夏以昼】,Yunfeiyue,19,603,1,0,https://archiveofourown.org/works/57369469,14 Jul 2024
夏以昼不是夏至的白天，而是夏至的黑夜,YouCheng,1,55,0,0,https://archiveofourown.org/works/54473317,14 Mar 2024
【夏以昼】最卑劣肮脏的欲望,linqi0520,12,469,4,0,https://archiveofourown.org/works/57799384,12 Aug 2024
【夏以昼】和哥哥的睡前pocky time,Nongtea,10,647,0,1,https://archiveofourown.org/works/56117854,23 May 2024
「在日出时爱我」夏以昼x你,Qinxian,137,"2,803",9,6,https://archiveofourown.org/works/53610610,08 Feb 2024
【夏以昼x你】重返伊甸的夜,BambooGarden,4,97,2,0,https://archiveofourown.org/works/57677185,26 Jul 2024
夏以昼x你｜恋与深空｜纸窗,Miaohas3Water,67,"3,150",1,3,https://archiveofourown.org/works/54153640,29 Feb 2024
[恋与深空 夏以昼X你]迷糊,turnoffdeng,68,"5,090",2,3,https://archiveofourown.org/works/53665714,10 Feb 2024
【夏以昼】ABO之我中了你的毒（意识流车/女A男O）[夏以昼X你],waapalaa,22,"1,497",0,1,https://archiveofourown.org/works/53743954,13 Feb 2024
【夏以昼X你】当他误以为你有男朋友,QiaoNanHeZhi,15,810,0,1,https://archiveofourown.org/works/54373681,10 Mar 2024
【夏以昼×你】背着奶奶的第一次,goodnightoyou,26,900,0,2,https://archiveofourown.org/works/55008907,06 Apr 2024
【黎深x我x夏以昼】混乱关系,fourspring,102,"3,355",24,7,https://archiveofourown.org/works/54246352,04 Mar 2024
【夏以昼】吃口哥的出租屋文学,tttlokkeee,5,197,0,0,https://archiveofourown.org/works/57824131,01 Aug 2024
哥妹小事·夏以昼的半天假期,moon_dumpling,12,201,2,0,https://archiveofourown.org/works/57678337,26 Jul 2024
对夏以昼的性幻想被他发现,Lllyyynnn,69,"2,322",2,5,https://archiveofourown.org/works/54624793,21 Mar 2024
【秦彻x你x夏以昼】放学别走,HeavenMod,27,"1,971",0,5,https://archiveofourown.org/works/57734284,03 Aug 2024
夏以昼【日落之前 请与我私奔】,Gululu1102,4,197,0,0,https://archiveofourown.org/works/56282608,30 May 2024
【夏以昼x你】吵架不能说分手,tangliang,22,"2,337",0,3,https://archiveofourown.org/works/54060682,25 Feb 2024
【夏以昼】和哥哥要有很多的爱,reunion_caca,72,"4,483",7,4,https://archiveofourown.org/works/55455595,08 May 2024
【夏以昼】哥哥x你｜青苹果之味,BabyBus,37,"2,430",2,4,https://archiveofourown.org/works/54175558,01 Mar 2024
当你和夏以昼一起看恐怖片,Fanttress,9,361,0,1,https://archiveofourown.org/works/54081136,26 Feb 2024
【夏以昼】一个陌生男人的来信,Zhang_nirvana,41,"1,060",8,7,https://archiveofourown.org/works/54804445,29 Mar 2024
【黎深/夏以昼×你】好心办坏事（3P）,wyqbccm,134,"5,110",6,3,https://archiveofourown.org/works/54713653,25 Mar 2024
【恋与深空|同床共枕】夏以昼×你,Beka0216,32,"1,315",0,2,https://archiveofourown.org/works/57433810,16 Jul 2024
【恋与深空 夏以昼】伊甸园禁果,aimu521,2,215,0,0,https://archiveofourown.org/works/55791004,09 May 2024
【夏以昼x我x黎深】我本无罪,沐雨 (Muyu_leila),406,"14,987",193,29,https://archiveofourown.org/works/54288223,23 Apr 2024
[图]【夏以昼】一刻沉沦_Caleb_A wall between [Fanart],Mooi_Fei,62,"2,419",6,1,https://archiveofourown.org/works/54919210,02 Apr 2024
关于夏以昼是dom的一些证据,WLzhuyun,18,956,0,1,https://archiveofourown.org/works/53859130,17 Feb 2024
【黎深x你x夏以昼】情夫与蛇,沐雨 (Muyu_leila),32,"1,246",12,4,https://archiveofourown.org/works/55728454,06 May 2024
【夏以昼】我生日他说他不来的,qingcha_123,7,484,0,0,https://archiveofourown.org/works/57813781,01 Aug 2024
【夏以昼】流星坠落山顶那一秒,Zhang_nirvana,72,"1,970",12,14,https://archiveofourown.org/works/54054994,25 Feb 2024
【黎深x你x夏以昼】火树银花,Vivienne94,399,"16,960",63,10,https://archiveofourown.org/works/53227306,22 Jan 2024
「黎深x你x夏以昼」左右为男,cmww,40,"2,134",0,3,https://archiveofourown.org/works/54103027,27 Feb 2024
【夏以昼x我x黎深】猫狗游戏,lanangelica,108,"2,708",17,11,https://archiveofourown.org/works/54099697,27 Feb 2024
【夏以昼x你】短文/短打/口嗨集合,doginsleep,4,286,0,0,https://archiveofourown.org/works/54311476,07 Mar 2024
【夏以昼】前男友太会爱了怎么办,yushdery,100,"5,469",8,16,https://archiveofourown.org/works/55147846,25 Apr 2024
[恋与深空]夏以昼x你「自欺欺人」,wxy218,33,"1,431",0,0,https://archiveofourown.org/works/53894302,18 Feb 2024
心陷囹圄（晨昏线番外—夏以昼篇）,MouzhixiaoXian,15,624,4,0,https://archiveofourown.org/works/53985253,22 Feb 2024
【夏以昼】前男友太会爱了怎么办,yushdery,100,"5,469",8,16,https://archiveofourown.org/works/55147846,25 Apr 2024
[恋与深空]夏以昼x你「自欺欺人」,wxy218,33,"1,431",0,0,https://archiveofourown.org/works/53894302,18 Feb 2024
【夏以昼】狗狗哥哥、南墙和伊甸园,beizhou0505,24,418,1,3,https://archiveofourown.org/works/54489418,15 Mar 2024
【恋与深空夏以昼】哥的手机记录,Ronannn,14,517,3,1,https://archiveofourown.org/works/54291430,06 Mar 2024
【夏以昼x我x黎深】谁先爱上她,lanangelica,106,"2,150",17,5,https://archiveofourown.org/works/54241630,04 Mar 2024
当你喊偶像哥哥被夏以昼听到,windwhisperer,7,345,0,1,https://archiveofourown.org/works/55294150,18 Apr 2024
【恋与深空 夏以昼X你】浴室遐思,XCAAlexios,383,"16,388",12,10,https://archiveofourown.org/works/53497495,03 Feb 2024
夏以昼：暗恋是我一个人的情愿,PussKitten_mewn,8,464,0,0,https://archiveofourown.org/works/54029866,24 Feb 2024
黎深/夏以昼 帮我把项链摘下吧,Shuyayumi,4,364,1,0,https://archiveofourown.org/works/58218568,19 Aug 2024
夏以昼发现了我的四爱小癖好,aimu521,6,481,1,0,https://archiveofourown.org/works/56091304,22 May 2024
【恋与深空夏以昼】大学恋爱日常,Ronannn,8,408,0,0,https://archiveofourown.org/works/54291745,06 Mar 2024
【恋与深空|罪人】黎深×你+夏以昼×你,Beka0216,43,"2,488",0,2,https://archiveofourown.org/works/54196363,16 Jul 2024
[恋与深空]夏以昼x你「清醒沉沦」,wxy218,35,"3,248",1,3,https://archiveofourown.org/works/53914675,19 Feb 2024
【猫狗双全/黎深|夏以昼】平凡生活,PlutosumCharon,79,"2,762",6,12,https://archiveofourown.org/works/57344293,13 Jul 2024
"和他的许多个""第一次""(夏以昼篇)",scarletaoi,5,245,0,1,https://archiveofourown.org/works/54096469,27 Feb 2024
【夏以昼x我x黎深】苹果和梨可以兼得吗,lanangelica,"2,141","61,821",302,117,https://archiveofourown.org/works/53422264,24 Feb 2024
【夏以昼】一家人怎么能睡两张床,Mieocccc,72,"3,342",1,1,https://archiveofourown.org/works/55768357,08 May 2024
夏以昼X你|胆小鬼竟是你自己,Shortest_Path,8,216,0,0,https://archiveofourown.org/works/58013893,08 Aug 2024
【恋与深空 | 夏以昼X你】长日无尽,kororobear,21,839,0,0,https://archiveofourown.org/works/57508246,19 Jul 2024
【恋与深空 | 夏以昼X你】长日无尽,kororobear,21,839,0,0,https://archiveofourown.org/works/57508246,19 Jul 2024
至日之梦 近未来Au（夏以昼x你）,JingSui,6,129,0,0,https://archiveofourown.org/works/54729523,25 Mar 2024
【夏以昼x你】分手后你有了读心术,story123,34,"1,141",2,3,https://archiveofourown.org/works/54952939,04 Apr 2024
【夏以昼】剪毁了哥哥的刘海怎么办,Putaonut,13,748,0,1,https://archiveofourown.org/works/54132472,28 Feb 2024
【恋与深空夏以昼】当你墙纸哥哥时,Ronannn,19,910,1,1,https://archiveofourown.org/works/54019114,23 Feb 2024
【夏以昼❌你】和前夫一起回家过年？,Vivian3_06,20,533,0,0,https://archiveofourown.org/works/57654919,25 Jul 2024
【夏以昼】装睡被哥哥发现了怎么办,Putaonut,9,842,0,0,https://archiveofourown.org/works/55386187,22 Apr 2024
古风【夏以昼❌你】不肯卧闻海棠花,Vivian3_06,2,48,0,0,https://archiveofourown.org/works/57068836,02 Jul 2024
【恋与深空/夏以昼】哥哥的甜蜜惩罚,HazelSvent,174,"11,560",7,12,https://archiveofourown.org/works/53864725,17 Feb 2024
【恋与深空/夏以昼x你x黎深】覆辙,Liaoliaozhi,489,"16,600",18,29,https://archiveofourown.org/works/53963983,13 Apr 2024
【恋与深空】哥哥太凶了怎么办？（夏以昼）,yunyun7,9,603,0,0,https://archiveofourown.org/works/56824561,22 Jun 2024
“夏以昼！他们说你有女朋友！不解释下？”,UltraV,6,162,0,0,https://archiveofourown.org/works/55668850,04 May 2024
燃情幻想：夏以昼，你要和我跳舞吗？（1）,LinnnnnY,5,683,0,0,https://archiveofourown.org/works/53817883,15 Feb 2024
【夏以昼x你x黎深】爱在黎明破晓前,沐雨 (Muyu_leila),38,"2,238",4,4,https://archiveofourown.org/works/54147685,29 Feb 2024
【夏以昼✘你】当你在家自慰时被他发现,AZ54123,13,"3,850",1,1,https://archiveofourown.org/works/54106060,27 Feb 2024
燃情幻想：夏以昼，你要和我跳舞吗？（2）,LinnnnnY,16,"1,104",1,2,https://archiveofourown.org/works/53842009,16 Feb 2024
【夏以昼】生病的奶、上学的妹、破碎的他,aimu521,4,229,0,0,https://archiveofourown.org/works/57017611,30 Jun 2024
【恋与深空/夏以昼】哥哥的甜蜜惩罚2,HazelSvent,108,"5,847",5,7,https://archiveofourown.org/works/53924467,19 Feb 2024
【恋与深空X夏以昼】爱在祈祷时降临,WindsndMountain,8,516,0,0,https://archiveofourown.org/works/54671908,23 Mar 2024
[夏以昼/黎深/你]孩子对着舅舅叫爸爸？！,zhangnew_thegiant,13,"1,396",0,1,https://archiveofourown.org/works/57604897,23 Jul 2024
[完结-完全体]【夏以昼】最卑劣肮脏的欲望,linqi0520,3,336,3,0,https://archiveofourown.org/works/58119949,12 Aug 2024
【夏以昼】把哥气哭了该怎么哄，在线等，急,Sparkling799,24,"1,341",0,1,https://archiveofourown.org/works/57322960,12 Jul 2024
【恋与深空】和黎深结婚前夏以昼回来了,SuperMiniY,247,"4,486",10,7,https://archiveofourown.org/works/53987677,22 Feb 2024
你和夏以昼沈星回的夹心饼干文学（车）,moartstudio0306,11,595,0,1,https://archiveofourown.org/works/54517009,16 Mar 2024
【恋与深空】（夏以昼X你）捅不破的窗户纸,yesterday1354,30,"1,582",0,3,https://archiveofourown.org/works/54192382,02 Mar 2024
【夏以昼】偷听哥哥自慰被发现了怎么办？,south4178,215,"4,086",16,10,https://archiveofourown.org/works/57785668,05 Aug 2024
【恋与深空|你x黎深x夏以昼】青梅？兄妹？,LilyL_216,13,"1,236",0,0,https://archiveofourown.org/works/54081724,24 Jul 2024
【夏以昼X你】氤氲之下，潮涌之上（浴室play）,lovepinky0902,157,"4,449",9,9,https://archiveofourown.org/works/53764909,14 Feb 2024
Fly me to the moon【if夏以昼活动篇：燃情漫想】,meattaster,10,93,0,0,https://archiveofourown.org/works/55987762,20 May 2024
夏以昼x你【这算是和哥哥的酒后乱性吗】,maobude,200,"10,187",22,12,https://archiveofourown.org/works/53596213,07 Feb 2024
夏以昼，一切是从什么时候开始改变的呢,bennini,6,523,0,0,https://archiveofourown.org/works/54083719,26 Feb 2024
【恋与深空 夏以昼X你X黎深】不可逃避R18,XCAAlexios,"1,296","35,479",168,72,https://archiveofourown.org/works/53496655,03 Mar 2024
【夏以昼】 “如何抹去你身影， 如同忘却我姓名。”,NyxLector,3,146,0,0,https://archiveofourown.org/works/53963932,21 Feb 2024
[夏以昼x你]烟花湮灭（全文八千六百多字）,Vivian3_06,3,86,0,0,https://archiveofourown.org/works/55852567,12 May 2024
【夏以昼】你是从什么时候开始不叫他哥哥的？,mylcxh,7,211,0,0,https://archiveofourown.org/works/54740977,26 Mar 2024
[夏以昼x你]当你觉得自己已经和哥结婚了,Vivian3_06,1,156,0,0,https://archiveofourown.org/works/55852027,12 May 2024
【恋与深空同人/夏以昼x你】伊拉克特拉之心,FerreF,32,968,2,1,https://archiveofourown.org/works/54352387,09 Mar 2024
【恋与深空｜夏以昼】过家家时你给我一颗苹果,GloriosaSuperbaLinn,6,655,0,0,https://archiveofourown.org/works/53989519,24 Feb 2024
【恋与深空 夏以昼】忠犬骑士会一直守护公主,aimu521,17,"1,180",0,0,https://archiveofourown.org/works/55578283,12 May 2024
黎深X你X夏以昼 极夜之夜 夹心饼干文学,COCOMELONONSENSE,19,"2,571",0,0,https://archiveofourown.org/works/53759986,13 Feb 2024
【夏以昼】穿进骨科po文后，我和我哥成了一对,LittleL030,69,"2,023",1,6,https://archiveofourown.org/works/54108772,16 Apr 2024
你小时候偷偷写情书塞进夏以昼的抽屉里,bennini,1,101,0,0,https://archiveofourown.org/works/58121617,12 Aug 2024
【夏以昼 X 你】【黎深 X 你】【失乐园】+【夏以昼 X 你 · 番外篇】【苹果的一百种吃法】（8月23日已更新第50章）,AliasBBMG,270,"11,789",43,26,https://archiveofourown.org/works/54353683,23 Aug 2024
【恋与深空】18岁的生日愿望是永远离开夏以昼,Effilist,13,452,0,1,https://archiveofourown.org/works/57190261,07 Jul 2024
夏以昼x你x黎深 苹果醋梨 （苹果和梨都得吃肉）,LitandSandman,34,"2,225",0,1,https://archiveofourown.org/works/54012310,23 Feb 2024
【恋与深空夏以昼】家里只剩一张被子了怎么办（R）,lovepinky0902,562,"14,739",24,24,https://archiveofourown.org/works/53426938,31 Jan 2024
【恋与深空 祁煜x你x夏以昼】鱼和苹果不能兼得,aimu521,57,"8,747",4,3,https://archiveofourown.org/works/53988499,03 May 2024
【恋与深空】和哥哥做点相爱之人间做的事（夏以昼/你）,Fawnsu,3,799,0,1,https://archiveofourown.org/works/54055822,25 Feb 2024
【黎深/夏以昼x你】昆玉同怀（如果你被黎家收养）【已完结】,lunaticscarlet,149,"4,890",46,21,https://archiveofourown.org/works/54411190,04 Apr 2024
【夏以昼 X 你】【苹果的一百种吃法】（8月23日已更新第32章）,AliasBBMG,130,"5,054",25,15,https://archiveofourown.org/works/55743958,23 Aug 2024
【恋与深空｜夏以昼/你】穿到不走剧情就出不去的骨科文世界里怎么办,Vvvviolet,17,698,1,2,https://archiveofourown.org/works/54129106,02 Mar 2024
被魅魔吃干抹净了怎么办,LudwigWit,54,"2,811",1,3,https://archiveofourown.org/works/54104419,27 Feb 2024
发现哥哥是魅魔怎么办,wangdaer66,31,"1,361",0,4,https://archiveofourown.org/works/57964606,06 Aug 2024
当我抵达你,Bea10150116,14,951,4,1,https://archiveofourown.org/works/55369975,21 Apr 2024
挑明,AmbbbberW98,15,631,0,1,https://archiveofourown.org/works/54739504,26 Mar 2024
西府海棠,wangdaer66,11,298,0,0,https://archiveofourown.org/works/55526164,28 Apr 2024
飞鸟,caomeidundacong,7,199,0,0,https://archiveofourown.org/works/57002335,29 Jun 2024
默契沉默,nonoano,26,"1,543",0,1,https://archiveofourown.org/works/54055201,27 Feb 2024
伪装兄妹,lanangelica,162,"6,012",8,5,https://archiveofourown.org/works/53422810,31 Jan 2024
烂泥,woaichixiajiao,1,271,0,0,https://archiveofourown.org/works/56543098,10 Jun 2024
嚼玻璃,weinishangzhuxiang,66,"3,872",7,4,https://archiveofourown.org/works/53334367,09 Feb 2024
【恋与深空】压抑已久的初夜,rysuibianxiexie,76,"4,793",4,5,https://archiveofourown.org/works/54085297,26 Feb 2024
过夏天,yikuaiwuhuarou,6,102,1,0,https://archiveofourown.org/works/58062853,10 Aug 2024
你其实是讨厌下雨天的,Sycamore_beloved,2,112,1,0,https://archiveofourown.org/works/54307471,07 Mar 2024
隐匿,LinneaYi,96,"5,784",2,1,https://archiveofourown.org/works/53469451,02 Feb 2024
日暮,八重垂樱 (sakura_star),2,67,1,0,https://archiveofourown.org/works/56071654,21 May 2024
月失海,entele7moon,19,783,1,0,https://archiveofourown.org/works/57166894,06 Jul 2024
炫昼缟夜,Tatamma,42,"2,764",1,4,https://archiveofourown.org/works/54135136,28 Feb 2024
别扭,TakayoWhite,7,816,0,0,https://archiveofourown.org/works/57787525,30 Jul 2024
【哥嫂哥无差】让梨爽一夏！,hawthorneking,21,906,5,1,https://archiveofourown.org/works/57607282,25 Jul 2024
主导权,TakayoWhite,8,431,0,0,https://archiveofourown.org/works/57429724,16 Jul 2024
情人节+情人节小番外,alvis630930,1,631,0,0,https://archiveofourown.org/works/54102499,27 Feb 2024
可你不懂我的爱,TakayoWhite,4,294,0,0,https://archiveofourown.org/works/57430891,30 Jul 2024
一日囚,TakayoWhite,0,82,0,0,https://archiveofourown.org/works/57786874,30 Jul 2024
生长纹,Jasmine_Louis,8,260,1,1,https://archiveofourown.org/works/54034453,24 Feb 2024
初情,TakayoWhite,5,292,0,0,https://archiveofourown.org/works/57430078,16 Jul 2024
哥哥只能是哥哥呀,three_water,4,266,0,0,https://archiveofourown.org/works/57696523,27 Jul 2024
电话说情,TakayoWhite,1,212,0,0,https://archiveofourown.org/works/57787417,30 Jul 2024
神，请审判我吧,Pidansolozhou,7,177,0,0,https://archiveofourown.org/works/54743395,26 Mar 2024
身高差是好是坏？,WLzhuyun,14,681,0,0,https://archiveofourown.org/works/53859172,17 Feb 2024
神，请审判我吧,Pidansolozhou,7,177,0,0,https://archiveofourown.org/works/54743395,26 Mar 2024
胸口的苹果,240QY,15,486,2,0,https://archiveofourown.org/works/54457834,22 Mar 2024
三字魔咒,TakayoWhite,1,55,0,0,https://archiveofourown.org/works/57429940,16 Jul 2024
做饭过程中出现这种停滞应该怎么办急急急！,TakayoWhite,5,281,0,0,https://archiveofourown.org/works/57430201,16 Jul 2024
项链,ogoe_take,9,259,0,0,https://archiveofourown.org/works/56019466,19 May 2024
EDEN,yuria0001,4,94,0,0,https://archiveofourown.org/works/56929975,26 Jun 2024
网恋对象是哥哥,Flyingtoisland,3,186,0,0,https://archiveofourown.org/works/55816015,10 May 2024
身高差是好是坏？,WLzhuyun,14,681,0,0,https://archiveofourown.org/works/53859172,17 Feb 2024
折射爱恋,Anonym027,16,847,0,1,https://archiveofourown.org/works/53858053,17 Feb 2024
【恋与深空】橘子汽水、可乐糖和冰块,EthelZ,300,"9,543",37,23,https://archiveofourown.org/works/53660860,14 Mar 2024
男鬼,TakayoWhite,3,103,1,0,https://archiveofourown.org/works/57787264,30 Jul 2024
【恋与深空】一天一苹果,sycs,43,"3,002",4,0,https://archiveofourown.org/works/54106876,27 Feb 2024
